Subject,Sentence,Label
biology," 1454 . The middle ear holds three small bones called the ossicles , which transfer energy from the moving tympanum to the inner ear .","  O  O  O  O  O  O  O  O  O  O  B-Term  I-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," The cochlea is a whorled structure , like the shell of a snail , and it contains receptors for transduction of the mechanical wave into an electrical signal ( as illustrated in [ link ] ) .","  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," Inside the cochlea , the basilar membrane is a mechanical analyzer that runs the length of the cochlea , curling toward the cochlea ’s center .","  O  O  O  O  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," It is composed of hair cells held in place above the basilar membrane like flowers projecting up from soil , with their exposed short , hair - like stereocilia contacting or embedded in the tectorial membrane above them .","  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1463 . Vision is the ability to detect light patterns from the outside environment and interpret them into images .","  O  O  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," The cornea , the front transparent layer of the eye , and the crystalline lens , a transparent convex structure behind the cornea , both refract ( bend ) light to focus the image on the retina .","  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  B-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  O"
biology," The iris , which is conspicuous as the colored part of the eye , is a circular muscular ring lying between the lens and cornea that regulates the amount of light entering the eye .","  B-Term  I-Term  O  O  O  O  O  O  O  O  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," Presbyopia is a deficit similar to a different type of farsightedness called hyperopia caused by an eyeball that is too short .","  O  O  O  O  O  O  O  O  B-Definition  I-Definition  I-Definition  O  B-Term  O  O  O  O  O  O  O  O  O"
biology," 1472 . The fovea is the region in the center back of the eye that is responsible for acute vision .","  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1475 . Another important visual route is a pathway from the retina to the superior colliculus in the midbrain , where eye movements are coordinated and integrated with auditory information .","  O  O  O  O  O  O  O  O  O  O  O  O  O  B-Term  I-Term  I-Term  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1478 . Taste , also called gustation , and smell , also called olfaction , are the most interconnected senses in that both involve molecules of the stimulus entering the body and bonding to receptors .","  O  O  B-Term  O  O  O  B-Alias-Term  O  O  B-Term  O  O  O  B-Alias-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1481 . Odorants ( odor molecules ) enter the nose and dissolve in the olfactory epithelium , the mucosa at the back of the nasal cavity ( as illustrated in [ link ] ) .","  O  O  B-Term  O  B-Definition  I-Definition  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O"
biology," The olfactory epithelium is a collection of specialized olfactory receptors in the back of the nasal cavity that spans an area about 5 cm2 in humans .","  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1484 . PheromonesA pheromone is a chemical released by an animal that affects the behavior or physiology of animals of the same species .","  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1487 . Olfactory neurons project from the olfactory epithelium to the olfactory bulb as thin , unmyelinated axons .","  O  O  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," The olfactory bulb is composed of neural clusters called glomeruli , and each glomerulus receives signals from one type of olfactory receptor , so each glomerulus is specific to one odorant .","  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1490 . The amino acid - derived hormones are relatively small molecules that are derived from the amino acids tyrosine and tryptophan , shown in [ link ] .","  O  O  B-Term  I-Term  I-Term  I-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O  O"
biology," In up - regulation , the number of receptors increases in response to rising hormone levels , making the cell more sensitive to the hormone and allowing for more cellular activity .","  O  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," When the number of receptors decreases in response to rising hormone levels , called down - regulation , cellular activity is reduced .","  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  B-Term  I-Term  I-Term  O  O  O  O  O  O"
biology," Lipid insoluble hormones bind to receptors on the outer surface of the plasma membrane , via plasma membrane hormone receptors .","  B-Term  I-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," Adenylyl cyclase catalyzes the conversion of ATP to cAMP .","  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1502 . Hormonal stimuli refers to the release of a hormone in response to another hormone .","  O  O  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," The hypothalamus contains autonomic centers that control endocrine cells in the adrenal medulla via neuronal control . The pituitary gland , sometimes called the hypophysis or “ master gland ” is located at the base of the brain in the sella turcica , a groove of the sphenoid bone of the skull , illustrated in [ link ] .","  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  B-Term  I-Term  I-Term  O  O  O  O  B-Alias-Term  O  B-Alias-Term  I-Alias-Term  I-Alias-Term  I-Alias-Term  O  O  O  O  O  O  O  O  O  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O  O"
biology," 1508 . The anterior pituitary gland , or adenohypophysis , is surrounded by a capillary network that extends from the hypothalamus , down along the infundibulum , and to the anterior pituitary .","  O  O  B-Term  I-Term  I-Term  I-Term  O  O  B-Alias-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," This capillary network is a part of the hypophyseal portal system that carries substances from the hypothalamus to the anterior pituitary and hormones from the anterior pituitary into the circulatory system .","  O  O  O  O  O  O  O  B-Term  I-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," A portal system carries blood from one capillary network to another ; therefore , the hypophyseal portal system allows hormones produced by the hypothalamus to be carried directly to the anterior pituitary without first entering the circulatory system . The anterior pituitary produces seven hormones : growth hormone ( GH ) , prolactin ( PRL ) , thyroid - stimulating hormone ( TSH ) , melanin - stimulating hormone ( MSH ) , adrenocorticotropic hormone ( ACTH ) , follicle - stimulating hormone ( FSH ) , and luteinizing hormone ( LH ) .","  B-Term  I-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  I-Secondary-Definition  O"
biology," 1511 . The thyroid gland is located in the neck , just below the larynx and in front of the trachea , as shown in [ link ] .","  O  O  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," Malpighian tubules are convoluted , which increases their surface area , and they are lined with microvilli for reabsorption and maintenance of osmotic balance .","  B-Term  I-Term  O  O  O  O  O  O  O  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," Animals that secrete urea as the primary nitrogenous waste material are called ureotelic animals .","  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  B-Term  I-Term  O"
biology," A neutrophil is also a phagocytic leukocyte that engulfs and digests pathogens .","  B-Term  I-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," T cells are lymphocytes that mature in the thymus gland , and B cells are lymphocytes that mature in the bone marrow .","  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," NK cells identify intracellular infections , especially from viruses , by the altered expression of major histocompatibility class ( MHC ) I molecules on the surface of infected cells .","  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," The proteins serve as a marker to indicate the presence of a pathogen to phagocytic cells , such as macrophages and B cells , and enhance engulfment ; this process is called opsonization .","  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  B-Term  O"
biology," 1856 . An antigen is a foreign or “ non - self ” macromolecule that reacts with cells of the immune system .","  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," A plasma cell is an immune cell that secrets antibodies ; these cells arise from B cells that were stimulated by antigens .","  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," Similar to T cells , naïve B cells initially are coated in thousands of B cell receptors ( BCRs ) , which are membrane - bound forms of Ig ( immunoglobulin , or an antibody ) .","  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-Term  I-Term  I-Term  O  B-Alias-Term  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1865 . Mucosal immunity is formed by mucosa - associated lymphoid tissue , which functions independently of the systemic immune system , and which has its own innate and adaptive components .","  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," Mucosa - associated lymphoid tissue ( MALT ) , illustrated in [ link ] , is a collection of lymphatic tissue that combines with epithelial tissue lining the mucosa throughout the body .","  B-Term  I-Term  I-Term  I-Term  I-Term  O  B-Alias-Term  O  O  O  O  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1868 . The combined result of Treg cells is to prevent immunologic activation and inflammation in undesired tissue compartments and to allow the immune system to focus on pathogens instead .","  O  O  O  O  O  O  B-Term  I-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1874 . The term avidity describes binding by antibody classes that are secreted as joined , multivalent structures ( such as IgM and IgA ) .","  O  O  O  O  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1877 . The renin - angiotensin - aldosterone system , illustrated in [ link ] proceeds through several steps to produce angiotensin II , which acts to stabilize blood pressure and volume .","  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  O  B-Term  I-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," Renin ( secreted by a part of the juxtaglomerular complex ) is produced by the granular cells of the afferent and efferent arterioles .","  B-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  B-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  O"
biology," Immunodeficiency is the failure , insufficiency , or delay in the response of the immune system , which may be acquired or inherited .","  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1886 . Autoimmunity is a type of hypersensitivity to self antigens that affects approximately five percent of the population .","  O  O  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1892 . Fragmentation is the breaking of the body into two parts with subsequent regeneration .","  O  O  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1898 . In viviparity the young develop within the female , receiving nourishment from the mother ’s blood through a placenta .","  O  O  O  B-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1904 . Semen is a mixture of sperm and spermatic duct secretions ( about 10 percent of the total ) and fluids from accessory glands that contribute most of the semen ’s volume .","  O  O  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1907 . The walnut - shaped prostate gland surrounds the urethra , the connection to the urinary bladder .","  O  O  O  O  O  O  O  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1910 . The clitoris is a structure with erectile tissue that contains a large number of sensory nerves and serves as a source of stimulation during intercourse .","  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," The labia majora are a pair of elongated folds of tissue that run posterior from the mons pubis and enclose the other components of the vulva .","  B-Term  I-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1916 . In both sexes , the hypothalamus monitors and causes the release of hormones from the pituitary gland .","  O  O  O  O  O  O  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," Estrogen is the reproductive hormone in females that assists in endometrial regrowth , ovulation , and calcium absorption ; it is also responsible for the secondary sexual characteristics of females .","  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," The spike in LH causes ovulation : the most mature follicle , like that shown in [ link ] , ruptures and releases its egg .","  O  O  O  O  O  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1928 . In mammals , the egg is protected by a layer of extracellular matrix consisting mainly of glycoproteins called the zona pellucida .","  O  O  O  O  O  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  B-Term  I-Term  I-Term  O"
biology," In placental mammals , the acrosome contains digestive enzymes that initiate the degradation of the glycoprotein matrix protecting the egg and allowing the sperm plasma membrane to fuse with the egg plasma membrane , as illustrated in [ link ] b .","  O  O  O  O  B-Term  I-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1934 . Pregnancy begins with the fertilization of an egg and continues through to the birth of the individual .","  O  O  B-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1937 . The prevention of a pregnancy comes under the terms contraception or birth control .","  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  B-Term  O  B-Alias-Term  I-Alias-Term  O"
biology," 1943 . A population is a group of interbreeding organisms that are members of the same species living in the same area at the same time .","  O  O  B-Term  I-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," ( Organisms that are all members of the same species are called conspecifics . )","  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  B-Term  O  O"
biology," The soils of the Arctic tundra may remain in a perennially frozen state referred to as permafrost .","  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  B-Term  O"
biology," 1958 . The benthic realm ( or zone ) extends along the ocean bottom from the shoreline to the deepest parts of the ocean floor .","  O  O  B-Term  I-Term  I-Term  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," Within the pelagic realm is the photic zone , which is the portion of the ocean that light can penetrate ( approximately 200 m or 650 ft ) .","  B-Definition  I-Definition  I-Definition  I-Definition  O  B-Term  I-Term  I-Term  O  O  O  B-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  O"
biology," At depths greater than 200 m , light can not penetrate ; thus , this is referred to as the aphotic zone .","  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O  O  O  B-Term  I-Term  I-Term  O"
biology," 1961 . The neritic zone ( [ link ] ) extends from the intertidal zone to depths of about 200 m ( or 650 ft ) at the edge of the continental shelf .","  O  O  B-Term  I-Term  I-Term  O  O  O  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," 1964 . The deepest part of the ocean is the abyssal zone , which is at depths of 4000 m or greater .","  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  B-Term  I-Term  I-Term  O  O  O  B-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  I-Definition-frag  O"
biology," When there is a large input of nitrogen and phosphorus ( from sewage and runoff from fertilized lawns and farms , for example ) , the growth of algae skyrockets , resulting in a large accumulation of algae called an algal bloom .","  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O  O  B-Term  I-Term  O"
biology," 1973 . Wetlands are different from lakes because wetlands are shallow bodies of water whereas lakes vary in depth .","  O  O  O  O  O  O  O  O  B-Term  O  B-Definition  I-Definition  I-Definition  I-Definition  O  O  O  O  O  O"
biology," Emergent vegetation consists of wetland plants that are rooted in the soil but have portions of leaves , stems , and flowers extending above the water ’s surface .","  B-Term  I-Term  O  O  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
biology," In contrast , weather refers to the conditions of the atmosphere during a short period of time .","  O  O  O  B-Term  B-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  I-Definition  O"
