Subject,Sentence,Label
biology," They are caused by nondisjunction , which occurs when pairs of homologous chromosomes or sister chromatids fail to separate during meiosis .","  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 468 . An individual with more than the correct number of chromosome sets ( two for diploid species ) is called polyploid .","  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0"
biology," 474 . Gel electrophoresis is a technique used to separate DNA fragments of different sizes .","  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," Usually the gel is made of a chemical called agarose .","  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0"
biology," 480 . One strand , which is complementary to the 3 ' to 5 ' parental DNA strand , is synthesized continuously towards the replication fork because the polymerase can add nucleotides in this direction .","  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0"
biology," The sliding clamp is a ring - shaped protein that binds to the DNA and holds the polymerase in place .","  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," Mutations , variations in the nucleotide sequence of a genome , can also occur because of damage to DNA .","  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," Some mutations are not expressed ; these are known as silent mutations .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  0"
biology," Point mutations are those mutations that affect a single base pair .","  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 495 . Transition substitution refers to a purine or pyrimidine being replaced by a base of the same kind ; for example , a purine such as adenine may be replaced by the purine guanine .","  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," Transversion substitution refers to a purine being replaced by a pyrimidine , or vice versa ; for example , cytosine , a pyrimidine , is replaced by adenine , a purine .","  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," Mutations can also be the result of the addition of a base , known as an insertion , or the removal of a base , also known as deletion .","  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0"
biology," 498 . The flow of genetic information in cells from DNA to mRNA to protein is described by the Central Dogma ( [ link ] ) , which states that genes specify the sequence of mRNAs , which in turn specify the sequence of proteins .","  0  0  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  0  0  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 501 . This demonstrated that three nucleotides specify each amino acid .","  0  0  0  0  0  0  0  0  0  0  0  0"
biology," 504 . The central region of the cell in which prokaryotic DNA resides is called the nucleoid .","  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0"
biology," In addition , prokaryotes often have abundant plasmids , which are shorter circular DNA molecules that may only contain one or a few genes .","  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 507 . The nucleotide pair in the DNA double helix that corresponds to the site from which the first 5 ' mRNA nucleotide is transcribed is called the +1 site , or the initiation site .","  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  AKA  AKA  AKA  0  0  0  0  0  0"
biology," At the -10 and -35 regions upstream of the initiation site , there are two promoter consensus sequences , or regions that are similar across all promoters and across various bacterial species ( [ link ] ) .","  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0"
biology," The -10 consensus sequence , called the -10 region , is TATAAT .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  Supplements  0"
biology," The complete mRNA / poly - ribosome structure is called a polysome .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0"
biology," 525 . When an in - frame AUG is encountered during translation elongation , a non - formylated methionine is inserted by a regular Met - tRNAMet . In E. coli mRNA , a sequence upstream of the first AUG codon , called the Shine - Dalgarno sequence ( AGGAGG ) , interacts with the rRNA molecules that compose the ribosome .","  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  0  Supplements  0  0  0  0  0  0  0  0  0  0  0  0"
biology," A signal sequence is a short tail of amino acids that directs a protein to a specific cellular compartment .","  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," An enzyme called poly - A polymerase then adds a string of approximately 200 A residues , called the poly - A tail .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  0"
biology," The anticodon is a three - nucleotide sequence in a tRNA that interacts with an mRNA codon through complementary base pairing .","  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," Proteins that are needed for a specific function , or that are involved in the same biochemical pathway , are encoded together in blocks called operons .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0"
biology," 546 . The lac Operon : An Inducer OperonThe third type of gene regulation in prokaryotic cells occurs through inducible operons , which have proteins that bind to activate or repress transcription depending on the local environment and the needs of the cell .","  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," When transcription factors bind to the promoter just upstream of the encoded gene , it is referred to as a cis - acting element , because it is on the same chromosome just next to the gene .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0"
biology," The region that a particular transcription factor binds to is called the transcription factor binding site .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  0"
biology," The 5 ' cap , which is placed on the 5 ' end of the mRNA , is usually composed of a methylated guanosine triphosphate molecule ( GTP ) . The poly - A tail , which is attached to the 3 ' end , is usually composed of a series of adenine nucleotides .","  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  AKA  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," These regions in the RNA that are not translated into protein are called the untranslated regions , or UTRs .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  AKA  AKA  AKA  0  0  0  0"
biology," 561 . In translation , the complex that assembles to start the process is referred to as the initiation complex .","  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  0"
biology," The first protein to bind to the RNA to initiate translation is the eukaryotic initiation factor-2 ( eIF-2 ) .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  AKA  0  0"
biology," Therefore , changes in histone acetylation ( epigenetic modification that leads to gene silencing ) , activation of transcription factors by phosphorylation , increased RNA stability , increased translational control , and protein modification can all be detected at some point in various cancer cells .","  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0"
biology," Cells are broken using a lysis buffer ( a solution which is mostly a detergent ) ; lysis means “ to split . ” These enzymes break apart lipid molecules in the cell membranes and nuclear membranes .","  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Refers-To  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  0"
biology," 573 . DNA fragments can also be amplified from an RNA template in a process called reverse transcriptase PCR ( RT - PCR ) .","  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  0  AKA  AKA  AKA  0  0"
biology," When DNA is transferred to a nylon membrane , the technique is called Southern blotting , and when RNA is transferred to a nylon membrane , it is called northern blotting .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0"
biology," 579 . Plasmids have been repurposed and engineered as vectors for molecular cloning and the large - scale production of important reagents , such as insulin and human growth hormone .","  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," The MCS is a short DNA sequence containing multiple sites that can be cut with different commonly available restriction endonucleases .","  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," Proteins that are expressed from recombinant DNA molecules are called recombinant proteins .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0"
biology," 585 . Genetic engineering is the alteration of an organism ’s genotype using recombinant DNA technology to modify an organism ’s DNA to achieve desirable traits .","  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," Gene targeting is the use of recombinant DNA vectors to alter the expression of a particular gene , either by introducing mutations in a gene , or by eliminating the expression of a certain gene by deleting a part or all of the gene sequence from the genome of an organism .","  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 591 . In nature , the disease - causing A. tumefaciens have a set of plasmids , called the Ti plasmids ( tumor - inducing plasmids ) , that contain genes for the production of tumors in plants .","  0  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  AKA  AKA  AKA  AKA  0  0  fragment  fragment  fragment  fragment  fragment  fragment  fragment  fragment  fragment  fragment  0"
biology," A genetic map is an illustration that lists genes and their location on a chromosome .","  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 597 . The study of genetic maps begins with linkage analysis , a procedure that analyzes the recombination frequency between genes to determine if they are linked or show independent assortment .","  0  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," Cytogenetic mapping uses information obtained by microscopic analysis of stained sections of the chromosome ( [ link ] ) .","  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0"
biology," The creation of genomic libraries and complementary DNA ( cDNA ) libraries ( collections of cloned sequences or all DNA from a genome ) has sped up the process of physical mapping .","  0  0  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  0  0  0"
biology," A larger sequence that is assembled from overlapping shorter sequences is called a contig .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0"
biology," A model organism is a species that is studied as a model to understand the biological processes in other species represented by the model organism .","  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 615 . A proteome is the entire set of proteins produced by a cell type .","  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 618 . Metabolomics involves the study of small molecule metabolites found in an organism .","  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," The metabolome is the complete set of metabolites that are related to the genetic makeup of an organism .","  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," A false negative is an incorrect test result that should have been positive .","  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 624 . Traditionally , microbiology has been taught with the view that microorganisms are best studied under pure culture conditions , which involves isolating a single type of cell and culturing it in the laboratory .","  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," This phenomenon is called convergent evolution , where similar traits evolve independently in species that do not share a common ancestry .","  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," An area where two closely related species continue to interact and reproduce , forming hybrids , is called a hybrid zone .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0"
biology," 636 . In the gradual speciation model , species diverge gradually over time in small steps .","  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," In the punctuated equilibrium model , a new species undergoes changes quickly from the parent species , and then remains largely unchanged for long periods of time afterward ( [ link ] ) .","  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0"
biology," 639 . Given the extraordinary diversity of life on the planet there must be mechanisms for speciation : the formation of two species from one original species .","  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," Dispersal is when a few members of a species move to a new geographical area , and vicariance is when a natural situation arises to physically divide organisms .","  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 645 . The other form of polyploidy occurs when individuals of two different species reproduce to form a viable offspring called an allopolyploid .","  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0"
biology," 648 . Therefore , a prezygotic barrier is a mechanism that blocks reproduction from taking place ; this includes barriers that prevent fertilization when organisms attempt reproduction .","  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," A postzygotic barrier occurs after zygote formation ; this includes organisms that do n’t survive the embryonic stage and those that are born sterile .","  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 651 . Behavioral isolation occurs when the presence or absence of a specific behavior prevents reproduction from taking place .","  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," But over the next few decades genetics and evolution were integrated in what became known as the modern synthesis — the coherent understanding of the relationship between natural selection and genetics that took shape by the 1940s and is generally accepted today .","  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 657 . The allele frequency ( or gene frequency ) is the rate at which a specific allele appears within a population .","  0  0  0  0  0  0  0  AKA  AKA  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 663 . The diversity of alleles and genotypes within a population is called genetic variance .","  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0"
biology," 669 . Another important evolutionary force is gene flow : the flow of alleles in and out of a population due to the migration of individuals or gametes ( [ link ] ) .","  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0"
biology," One type of geographic variation , called a cline , can be seen as populations of a given species vary gradually across an ecological gradient .","  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  0  0  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  Supplements  0"
biology," 675 . An individual may carry a very beneficial genotype with a resulting phenotype that , for example , increases the ability to reproduce ( fecundity ) , but if that same individual also carries an allele that results in a fatal childhood disease , that fecundity phenotype will not be passed on to the next generation because the individual will not live to reach reproductive age .","  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0"
biology," Natural selection acts at the level of the individual ; it selects for individuals with greater contributions to the gene pool of the next generation , known as an organism ’s evolutionary ( Darwinian ) fitness .","  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0  0  0  AKA  AKA  AKA  AKA  AKA  AKA  AKA  AKA  0"
biology," 678 . When the environment changes , populations will often undergo directional selection ( [ link ] ) , which selects for phenotypes at one end of the spectrum of existing variation .","  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  Direct-Defines  0"
biology," 681 . Males are often larger , for example , and display many elaborate colors and adornments , like the peacock ’s tail , while females tend to be smaller and duller in decoration .","  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0"
